gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_taxon_id,ortholog_sources,num_ortholog_sources
Tpm1,22003,ENSMUSG00000032366,TPM1,7168,ENSG00000140416,TPM1,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
Tpm2,22004,ENSMUSG00000028464,TPM2,7169,ENSG00000198467,TPM2,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,9
Tpm4,326618,ENSMUSG00000031799,TPM4,7171,ENSG00000167460,TPM4,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam,9
Vcam1,22329,ENSMUSG00000027962,VCAM1,7412,ENSG00000162692,VCAM1,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Vcan,13003,ENSMUSG00000021614,VCAN,1462,ENSG00000038427,VCAN,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Vegfa,22339,ENSMUSG00000023951,VEGFA,7422,ENSG00000112715,VEGFA,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
Vegfc,22341,ENSMUSG00000031520,VEGFC,7424,ENSG00000150630,VEGFC,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Vim,22352,ENSMUSG00000026728,VIM,7431,ENSG00000026025,VIM,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Wipf1,215280,ENSMUSG00000075284,WIPF1,7456,ENSG00000115935,WIPF1,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam,10
Wnt5a,22418,ENSMUSG00000021994,WNT5A,7474,ENSG00000114251,WNT5A,M5930,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,H,"",Hallmark,"Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Abat,268860,ENSMUSG00000057880,ABAT,18,ENSG00000183044,ABAT,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Abca3,27410,ENSMUSG00000024130,ABCA3,21,ENSG00000167972,ABCA3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
Abhd2,54608,ENSMUSG00000039202,ABHD2,11057,ENSG00000140526,ABHD2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ablim1,226251,ENSMUSG00000025085,ABLIM1,3983,ENSG00000099204,ABLIM1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB,9
Adcy1,432530,ENSMUSG00000020431,ADCY1,107,ENSG00000164742,ADCY1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Adcy9,11515,ENSMUSG00000005580,ADCY9,115,ENSG00000162104,ADCY9,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Add3,27360,ENSMUSG00000025026,ADD3,120,ENSG00000148700,ADD3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Aff1,17355,ENSMUSG00000029313,AFF1,4299,ENSG00000172493,AFF1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
Akap1,11640,ENSMUSG00000018428,AKAP1,8165,ENSG00000121057,AKAP1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Aldh3b1,67689,ENSMUSG00000024885,ALDH3B1,221,ENSG00000006534,ALDH3B1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Amfr,23802,ENSMUSG00000031751,AMFR,267,ENSG00000159461,AMFR,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Anxa9,71790,ENSMUSG00000015702,ANXA9,8416,ENSG00000143412,ANXA9,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Aqp3,11828,ENSMUSG00000028435,AQP3,360,ENSG00000165272,AQP3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ar,11835,ENSMUSG00000046532,AR,367,ENSG00000169083,AR,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Areg,11839,ENSMUSG00000029378,AREG,374,ENSG00000109321,AREG,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Arl3,56350,ENSMUSG00000025035,ARL3,403,ENSG00000138175,ARL3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Asb13,142688,ENSMUSG00000033781,ASB13,79754,ENSG00000196372,ASB13,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
B4galt1,14595,ENSMUSG00000028413,B4GALT1,2683,ENSG00000086062,B4GALT1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Bag1,12017,ENSMUSG00000028416,BAG1,573,ENSG00000107262,BAG1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
Bcl11b,58208,ENSMUSG00000048251,BCL11B,64919,ENSG00000127152,BCL11B,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Bcl2,12043,ENSMUSG00000057329,BCL2,596,ENSG00000171791,BCL2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Bhlhe40,20893,ENSMUSG00000030103,BHLHE40,8553,ENSG00000134107,BHLHE40,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Blvrb,233016,ENSMUSG00000040466,BLVRB,645,ENSG00000090013,BLVRB,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Car12,76459,ENSMUSG00000032373,CA12,771,ENSG00000074410,CA12,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Calb2,12308,ENSMUSG00000003657,CALB2,794,ENSG00000172137,CALB2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Calcr,12311,ENSMUSG00000023964,CALCR,799,ENSG00000004948,CALCR,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,9
Cant1,76025,ENSMUSG00000025575,CANT1,124583,ENSG00000171302,CANT1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Cbfa2t3,12398,ENSMUSG00000006362,CBFA2T3,863,ENSG00000129993,CBFA2T3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ccn5,22403,ENSMUSG00000027656,CCN5,8839,ENSG00000064205,WISP2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ccnd1,12443,ENSMUSG00000070348,CCND1,595,ENSG00000110092,CCND1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Cd44,12505,ENSMUSG00000005087,CD44,960,ENSG00000026508,CD44,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Celsr1,12614,ENSMUSG00000016028,CELSR1,9620,ENSG00000075275,CELSR1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Celsr2,53883,ENSMUSG00000068740,CELSR2,1952,ENSG00000143126,CELSR2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Chpt1,212862,ENSMUSG00000060002,CHPT1,56994,ENSG00000111666,CHPT1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Cish,12700,ENSMUSG00000032578,CISH,1154,ENSG00000114737,CISH,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Cldn7,53624,ENSMUSG00000018569,CLDN7,1366,ENSG00000181885,CLDN7,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Clic3,69454,ENSMUSG00000015093,CLIC3,9022,ENSG00000169583,CLIC3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam,10
Cxcl12,20315,ENSMUSG00000061353,CXCL12,6387,ENSG00000107562,CXCL12,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
Cyp26b1,232174,ENSMUSG00000063415,CYP26B1,56603,ENSG00000003137,CYP26B1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Deptor,97998,ENSMUSG00000022419,DEPTOR,64798,ENSG00000155792,DEPTOR,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Dhcr7,13360,ENSMUSG00000058454,DHCR7,1717,ENSG00000172893,DHCR7,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Dhrs2,71412,ENSMUSG00000022209,DHRS2,10202,ENSG00000100867,DHRS2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|Inparanoid|NCBI|OrthoDB|Treefam,6
Dhrs3,20148,ENSMUSG00000066026,DHRS3,9249,ENSG00000162496,DHRS3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Dlc1,50768,ENSMUSG00000031523,DLC1,10395,ENSG00000164741,DLC1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Dynlt3,67117,ENSMUSG00000031176,DYNLT3,6990,ENSG00000165169,DYNLT3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Fam102a,98952,ENSMUSG00000039157,EEIG1,399665,ENSG00000167106,FAM102A,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Egr3,13655,ENSMUSG00000033730,EGR3,1960,ENSG00000179388,EGR3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Elf1,13709,ENSMUSG00000036461,ELF1,1997,ENSG00000120690,ELF1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Elf3,13710,ENSMUSG00000003051,ELF3,1999,ENSG00000163435,ELF3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Elovl2,54326,ENSMUSG00000021364,ELOVL2,54898,ENSG00000197977,ELOVL2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Elovl5,68801,ENSMUSG00000032349,ELOVL5,60481,ENSG00000012660,ELOVL5,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Endod1,71946,ENSMUSG00000037419,ENDOD1,23052,ENSG00000149218,ENDOD1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Esrp2,77411,ENSMUSG00000084128,ESRP2,80004,ENSG00000103067,ESRP2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Farp1,223254,ENSMUSG00000025555,FARP1,10160,ENSG00000152767,FARP1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Fasn,14104,ENSMUSG00000025153,FASN,2194,ENSG00000169710,FASN,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Fcmr,69169,ENSMUSG00000042474,FCMR,9214,ENSG00000162894,FAIM3,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Fdft1,14137,ENSMUSG00000021273,FDFT1,2222,ENSG00000079459,FDFT1,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Fhl2,14200,ENSMUSG00000008136,FHL2,2274,ENSG00000115641,FHL2,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Fkbp4,14228,ENSMUSG00000030357,FKBP4,2288,ENSG00000004478,FKBP4,M5906,HALLMARK_ESTROGEN_RESPONSE_EARLY,H,"",Hallmark,Genes defining early response to estrogen.,HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
